time,lat,lon,depth,mag
11335.731650231482,12.997,-88.729,82900.0,7.7
11332.668559953705,56.986,-153.462,33000.0,7.0
11331.701030092592,-14.967,167.193,112500.0,7.0
11323.289630092591,6.876,126.659,33000.0,7.5
11297.716048726852,39.493,54.811,33000.0,7.0
11278.87634525463,-5.517,151.801,31300.0,7.8
11277.32103298611,-5.22,153.073,34200.0,7.8
11277.204816666666,-3.975,152.182,28000.0,8.0
11259.359157291667,-5.094,153.882,84800.0,7.0
11234.707486921296,-15.391,166.909,42200.0,7.0
11175.31058923611,28.795,139.598,416900.0,7.4
11126.614041203704,-13.798,97.424,10000.0,7.9
11112.686443981482,-4.692,102.141,52700.0,7.9
11089.780036574073,-23.779,-66.74,193500.0,7.2
11081.181466666667,-1.171,123.54,54000.0,7.6
11070.394016550925,-28.289,-62.944,603600.0,7.0
11066.996722222222,36.52,27.348,33000.0,7.0
11044.458569907409,22.264,143.718,110100.0,7.6
11041.677106481482,44.0,150.0,None,7.0
11037.345833333333,-18.0,-179.0,None,7.1
11012.072257175925,-19.578,173.824,64200.0,7.1
10964.699474768518,-16.855,-174.203,130699.99999999999,7.2
10936.752552430555,15.758,119.797,69600.0,7.3
10931.966998263888,57.395,-154.574,19500.0,7.0
10921.556434837963,-16.324,168.135,35200.0,7.5
10914.581108449074,-6.322,148.7,44600.0,7.0
10910.237998958333,-1.374,88.969,10000.0,7.0
10907.706479398148,40.806,31.187,10400.0,7.2
10880.407465277778,34.578,-116.442,0.0,7.2
10864.688376851851,16.068,-96.931,60100.0,7.5
10854.741161342594,23.85,120.87,13200.0,7.7
10821.043478703703,40.816,30.622,6000.0,8.0
10820.001141087963,40.756,29.955,17000.0,7.6
10757.86256261574,18.369,-97.444,63900.0,7.0
10727.035659027779,-4.73,152.501,77000.0,7.1
10721.856291666667,-5.181,150.895,150300.0,7.1
10689.549006134259,43.609,130.413,564100.0,7.1
10686.463937268518,-5.632,149.625,152400.0,7.4
10654.369437268519,5.394,121.923,15000.0,7.1
10628.908354166666,-12.891,166.681,111400.0,7.3
10610.149773032408,-4.721,153.27,180800.0,7.0
10559.590588773148,-1.9808,124.882,200.0,7.7
10539.23523101852,-6.9558,128.9606,32900.0,7.0
10458.278428703703,28.9326,139.3575,442800.0,7.1
10442.791230787037,-0.5539,-80.3153,46600.0,7.0
10424.367631944444,-3.2004,141.6695,34300.0,7.0
10423.497640046297,-11.0892,166.1731,109500.0,7.0
10349.97944525463,22.3022,125.3178,50500.0,7.5
10314.825150115741,-17.6585,-178.9897,499600.0,7.1
10310.133628125,-62.8257,149.6713,10000.0,7.8
10256.51121875,-23.838,-70.1614,44200.0,7.0
10230.258292245371,-22.2306,170.9093,75600.0,7.3
10217.087403240741,-5.5589,147.838,190000.0,7.0
10200.477011689814,54.8043,162.0069,25200.0,7.7
10199.69394675926,42.0,45.03,12200.0,8.1
10190.510140277778,1.2086,122.5622,46300.0,7.0
10180.791261805556,-15.1272,167.3438,129300.00000000001,7.0
10173.418673379629,35.1163,87.3741,38100.0,7.4
10162.26063912037,-4.3507,-76.6751,127500.0,7.1
10149.044132291667,-30.8907,-71.139,54100.0,7.1
10148.411933680556,-22.1447,-176.7203,105400.0,7.8
10099.036935185186,42.76,43.4,10100.0,8.4
10006.973990972223,-32.1148,179.8192,322900.0,7.1
9991.331592361112,33.8784,59.823,6700.0,7.3
9972.501740393518,-12.6004,166.6428,65700.0,7.7
9919.880586921297,29.9614,68.2024,33600.0,7.0
9884.093979050926,-22.0498,-65.6922,247300.0,7.0
9872.853102199073,18.1734,-102.8339,49300.0,7.2
9812.708147685185,-15.0549,-75.6579,33000.0,7.5
9713.94329363426,-20.7195,-178.2906,531200.0,7.3
9699.596940972222,1.017,120.4769,33900.0,7.0
9664.473821527778,-7.1112,122.6081,589500.0,7.7
9658.765896180556,12.6502,125.202,16400.0,7.0
9657.642328472222,51.4006,-176.8463,33000.0,7.2
9657.169163310185,51.5487,-177.6073,34100.0,7.6
9615.61160324074,-6.5435,155.0354,57200.0,7.2
9602.021459027777,-24.2476,-176.9996,111200.0,7.2
9551.130715162037,15.9626,-98.0906,7100.0,7.1
9547.535436689815,-9.6915,-79.767,10000.0,7.4
9543.249675578703,-0.9394,136.9471,50400.0,8.1
9533.900527777778,45.2584,149.8898,36600.0,7.1
9496.336916203703,0.6842,119.9847,15400.0,7.8
9489.196795833333,-6.9207,129.2035,133000.0,7.0
9467.750811921296,44.5301,149.3078,46100.0,7.6
9456.177220601852,28.8091,34.7951,9000.0,7.1
9424.110390509259,16.8329,-93.5323,166200.0,7.1
9412.649945370371,19.1162,-104.2021,42300.0,7.9
9387.58651412037,16.8818,-98.5954,44400.0,7.4
9365.29588101852,18.8093,145.2272,613900.0,7.1
9358.965616319445,-5.7892,154.2992,77900.0,7.2
9358.435769675925,-5.8208,154.1675,46600.0,7.6
9341.216242708333,-23.3033,-70.2052,42600.0,8.0
9314.826975347221,-29.3494,-177.5526,38400.0,7.2
9277.544354861111,52.6044,142.8506,7700.0,7.1
9266.842195138888,-22.9802,169.8933,30400.0,7.3
9255.162310069445,12.6276,125.2806,5300.0,7.0
9241.024148842593,12.072,125.5807,20700.0,7.1
9227.921524652778,-15.3361,-173.522,47000.0,7.4
9166.952150347222,-37.6567,178.8912,21000.0,7.0
9127.513417592592,40.4816,143.4896,1400.0,7.7
9083.802436689815,13.5459,121.1352,31500.0,7.0
9047.330261574074,43.8913,147.951,0.0,7.1
9042.557612037037,43.6597,147.3804,28000.0,8.2
9009.63603599537,40.436,-125.6911,10000.0,7.1
8967.775356712964,42.3668,132.9135,458800.0,7.3
8959.108288773148,-16.6372,167.4808,31400.0,7.1
8925.023110069445,-13.8722,-67.5125,640000.0,8.2
8924.28385300926,24.47,121.75,8000.0,7.9
8918.762233912037,-10.4132,112.9264,38900.0,7.8
8838.187696180556,-1.109,-23.5378,10000.0,7.0
8833.977833796296,-17.9469,-178.4284,533900.0,7.5
8808.74889375,-20.5638,169.3364,27700.0,7.0
8786.10034675926,1.0342,127.7825,19600.0,7.0
8717.054215740742,51.9077,158.6605,34000.0,7.0
8653.800637847222,14.7377,-92.6879,35700.0,7.2
8622.036011111111,-45.0643,166.9113,8400.0,7.0
8621.529720833334,36.3549,70.8738,211700.0,7.0
8620.357239351852,12.931,144.8158,66500.0,7.5
8593.553597337963,42.8858,139.2347,7600.0,7.3
8559.544177662037,51.1822,157.816,75200.0,7.1
8544.994055902776,-22.8876,-66.5216,215300.0,7.0
8531.768642824074,7.233,126.6477,56700.0,7.0
8465.129049421297,-10.9385,164.189,20400.0,7.1
8415.462579513889,42.9525,144.2,103900.0,7.5
8389.869973958334,-6.568,130.4267,65900.0,7.1
8381.228776851853,-8.475,121.9023,27700.0,7.4
8326.633329513888,7.1451,-76.8414,10000.0,7.2
8319.808649652778,-19.2624,168.9124,137500.0,7.1
8266.08654386574,42.1232,73.5957,27400.0,7.3
8227.447460532409,-22.5049,-178.3926,381600.0,7.2
8214.498332175926,34.2483,-116.4781,1100.0,7.2
8182.217816203704,-11.1131,165.2191,23100.0,7.0
8172.427466203704,7.2066,126.7963,50700.0,7.3
8172.409244212963,7.3012,126.7497,32800.0,7.1
8170.295204745371,-6.0866,147.5724,60900.0,7.2
8150.754222569445,40.3641,-124.0499,15100.0,7.1
8030.170812615741,-55.9625,-25.1888,10000.0,7.1
8025.363349884258,45.4777,151.0234,24700.0,7.5
7992.936696412037,4.5976,-77.4136,14900.0,7.1
7956.665445023149,-9.1105,158.4699,34600.0,7.2
7856.513772453704,-13.1921,-72.2228,112300.0,7.0
7843.890615046296,-26.7523,-63.3036,558400.0,7.1
7840.221470833334,1.192,122.8218,55600.0,7.4
7808.040294560185,1.154,122.9758,30700.0,7.0
7781.914483796296,9.6963,-83.0745,4000.0,7.3
7718.109357060186,8.9087,126.5056,49900.0,7.0
7668.801622685186,-5.1028,150.9803,191000.0,7.5
7614.843402314816,53.4496,169.829,24800.0,7.1
7594.6043422453695,-11.0091,-70.7671,625900.0,7.0
7528.892648032407,-19.4804,169.1221,163800.0,7.0
7512.526409143518,-15.3958,167.4247,145500.0,7.2
7475.875125694444,36.9893,49.3462,18500.0,7.3
7469.320088657407,11.6674,122.0034,18100.0,7.0
7444.098624768518,5.0708,32.1588,14900.0,7.2
7436.201489004629,49.0499,141.8801,602500.0,7.2
7412.568981828704,1.2189,122.9156,33200.0,7.4
7399.883744444444,15.1421,147.5929,11400.0,7.2
7368.693200000001,-18.3051,168.089,21000.0,7.1
7366.511428356481,-22.0709,175.1643,33000.0,7.4
